Base date, Major countries and continents, country name, Purpose classification, personnel, Same period last year, increase/decrease rate
201902, Asia, Israel, etc,37,45,-17.8
201902, Asia, Israel, entire,761,713,6.7
201902, Asia, Iran, tourism,99,123,-19.5
201902, Asia, Iran, commercial,67,184,-63.6
201902, Asia, Iran, Public,5,7,-28.6
201902, Asia, Iran, Study Abroad,64,59,8.5
201902, Asia, Iran, etc,94,174,-46
201902, Asia, Iran, entire,329,547,-39.9
201902, Asia, etc, tourism,1635,1838,-11
201902, Asia, etc, commercial,383,377,1.6
201902, Asia, etc, Public,157,111,41.4
201902, Asia, etc, Study Abroad,537,495,8.5
201902, Asia, etc, etc,2438,1737,40.4
201902, Asia, etc, entire,5150,4558,13
201902, America, Year and Continent, tourism,50640,62658,-19.2
201902, America, Year and Continent, commercial,463,320,44.7
201902, America, Year and Continent, Public,2041,2009,1.6
201902, America, Year and Continent, Study Abroad,1825,1511,20.8
201902, America, Year and Continent, etc,21411,21300,0.5
201902, America, Year and Continent, entire,76380,87798,-13
201902, America, USA, tourism,38475,46981,-18.1
201902, America, USA, commercial,386,252,53.2
201902, America, USA, Public,1970,1959,0.6
201902, America, USA, Study Abroad,1144,934,22.5
201902, America, USA, etc,15757,15923,-1
201902, America, USA, entire,57732,66049,-12.6
201902, America, Canada, tourism,8888,12033,-26.1
201902, America, Canada, commercial,45,35,28.6
201902, America, Canada, Public,27,11,145.5
201902, America, Canada, Study Abroad,116,113,2.7
201902, America, Canada, etc,4475,4246,5.4
201902, America, Canada, entire,13551,16438,-17.6
201902, America, brazil, tourism,881,1138,-22.6
201902, America, brazil, commercial,12,12,0
201902, America, brazil, Public,13,10,30
201902, America, brazil, Study Abroad,101,64,57.8
201902, America, brazil, etc,347,328,5.8
201902, America, brazil, entire,1354,1552,-12.8
201902, America, Mexico, tourism,818,828,-1.2
201902, America, Mexico, commercial,1,3,-66.7
201902, America, Mexico, Public,7,3,133.3
201902, America, Mexico, Study Abroad,207,137,51.1
201902, America, Mexico, etc,402,430,-6.5
201902, America, Mexico, entire,1435,1401,2.4
201902, America, etc, tourism,1578,1678,-6
201902, America, etc, commercial,19,18,5.6
201902, America, etc, Public,24,26,-7.7
201902, America, etc, Study Abroad,257,263,-2.3
201902, America, etc, etc,430,373,15.3
201902, America, etc, entire,2308,2358,-2.1
201902, europe, Year and Continent, tourism,39712,57936,-31.5
201902, europe, Year and Continent, commercial,1144,1140,0.4
201902, europe, Year and Continent, Public,153,218,-29.8
201902, europe, Year and Continent, Study Abroad,3379,3175,6.4
201902, europe, Year and Continent, etc,17161,17735,-3.2
201902, europe, Year and Continent, entire,61549,80204,-23.3
201902, europe, russia, tourism,12512,14619,-14.4
201902, europe, russia, commercial,139,93,49.5
201902, europe, russia, Public,24,7,242.9
201902, europe, russia, Study Abroad,391,363,7.7
201902, europe, russia, etc,6935,5807,19.4
201902, europe, russia, entire,20001,20889,-4.3
201902, europe, uk, tourism,5864,8156,-28.1
201902, europe, uk, commercial,150,136,10.3
201902, europe, uk, Public,8,11,-27.3
201902, europe, uk, Study Abroad,105,116,-9.5
201902, europe, uk, etc,1749,1915,-8.7
201902, europe, uk, entire,7876,10334,-23.8
201902, europe, germany, tourism,4878,7316,-33.3
201902, europe, germany, commercial,258,183,41
201902, europe, germany, Public,15,81,-81.5
201902, europe, germany, Study Abroad,525,514,2.1
201902, europe, germany, etc,1190,1483,-19.8
201902, europe, germany, entire,6866,9577,-28.3
201902, europe, france, tourism,3685,4937,-25.4
201902, europe, france, commercial,235,209,12.4
201902, europe, france, Public,30,29,3.4
201902, europe, france, Study Abroad,958,927,3.3
201902, europe, france, etc,922,1175,-21.5
201902, europe, france, entire,5830,7277,-19.9
201902, europe, Italy, tourism,1685,2464,-31.6
201902, europe, Italy, commercial,52,48,8.3
201902, europe, Italy, Public,14,15,-6.7
201902, europe, Italy, Study Abroad,125,83,50.6
201902, europe, Italy, etc,508,590,-13.9
201902, europe, Italy, entire,2384,3200,-25.5
201902, europe, Netherlands, tourism,1580,2926,-46
201902, europe, Netherlands, commercial,33,31,6.5
201902, europe, Netherlands, Public,7,9,-22.2
201902, europe, Netherlands, Study Abroad,180,171,5.3
201902, europe, Netherlands, etc,557,777,-28.3
201902, europe, Netherlands, entire,2357,3914,-39.8
201902, europe, Ukraine, tourism,543,642,-15.4
201902, europe, Ukraine, commercial,51,83,-38.6
201902, europe, Ukraine, Public,2,3,-33.3
201902, europe, Ukraine, Study Abroad,57,34,67.6
201902, europe, Ukraine, etc,1427,1222,16.8
201902, europe, Ukraine, entire,2080,1984,4.8
201902, europe, Spain, tourism,1006,1093,-8
201902, europe, Spain, commercial,17,20,-15
201902, europe, Spain, Public,5,7,-28.6
201902, europe, Spain, Study Abroad,129,121,6.6
201902, europe, Spain, etc,216,271,-20.3
201902, europe, Spain, entire,1373,1512,-9.2
201902, europe, Romania, tourism,334,335,-0.3
201902, europe, Romania, commercial,4,6,-33.3
201902, europe, Romania, Public,4,1,300
201902, europe, Romania, Study Abroad,30,23,30.4
201902, europe, Romania, etc,399,276,44.6
201902, europe, Romania, entire,771,641,20.3
201902, europe, Norway, tourism,455,1355,-66.4
201902, europe, Norway, commercial,38,129,-70.5
201902, europe, Norway, Public,3,0,0
201902, europe, Norway, Study Abroad,45,50,-10
201902, europe, Norway, etc,36,230,-84.3
201902, europe, Norway, entire,577,1764,-67.3
201902, europe, Sweden, tourism,729,1516,-51.9
201902, europe, Sweden, commercial,19,22,-13.6
201902, europe, Sweden, Public,9,11,-18.2
201902, europe, Sweden, Study Abroad,91,112,-18.8
201902, europe, Sweden, etc,79,240,-67.1
201902, europe, Sweden, entire,927,1901,-51.2
201902, europe, Poland, tourism,619,1025,-39.6
201902, europe, Poland, commercial,14,13,7.7
201902, europe, Poland, Public,0,1,-100
201902, europe, Poland, Study Abroad,74,55,34.5
201902, europe, Poland, etc,559,589,-5.1
201902, europe, Poland, entire,1266,1683,-24.8
201902, europe, Swiss, tourism,710,2076,-65.8
201902, europe, Swiss, commercial,17,22,-22.7
201902, europe, Swiss, Public,0,1,-100
201902, europe, Swiss, Study Abroad,67,69,-2.9
201902, europe, Swiss, etc,83,231,-64.1
201902, europe, Swiss, entire,877,2399,-63.4
201902, europe, Portugal, tourism,545,660,-17.4
201902, europe, Portugal, commercial,5,3,66.7
201902, europe, Portugal, Public,0,0,0
201902, europe, Portugal, Study Abroad,19,21,-9.5
201902, europe, Portugal, etc,101,100,1
201902, europe, Portugal, entire,670,784,-14.5
201902, europe,Austria, tourism,561,1399,-59.9
201902, europe,Austria, commercial,9,9,0
201902, europe,Austria, Public,7,8,-12.5
201902, europe,Austria, Study Abroad,36,45,-20
201902, europe,Austria, etc,133,255,-47.8
201902, europe,Austria, entire,746,1716,-56.5
201902, europe, Finland, tourism,398,1301,-69.4
201902, europe, Finland, commercial,10,13,-23.1
201902, europe, Finland, Public,1,2,-50
201902, europe, Finland, Study Abroad,139,139,0
201902, europe, Finland, etc,385,479,-19.6
201902, europe, Finland, entire,933,1934,-51.8
201902, europe, Belgium, tourism,452,581,-22.2
201902, europe, Belgium, commercial,16,13,23.1
201902, europe, Belgium, Public,2,3,-33.3
201902, europe, Belgium, Study Abroad,41,39,5.1
201902, europe, Belgium, etc,143,178,-19.7
201902, europe, Belgium, entire,654,814,-19.7
201902, europe, Croatia, tourism,192,292,-34.2
201902, europe, Croatia, commercial,7,10,-30
201902, europe, Croatia, Public,1,2,-50
201902, europe, Croatia, Study Abroad,11,7,57.1
201902, europe, Croatia, etc,236,168,40.5
201902, europe, Croatia, entire,447,479,-6.7
201902, europe, Greece, tourism,381,483,-21.1
201902, europe, Greece, commercial,27,14,92.9
201902, europe, Greece, Public,0,3,-100
201902, europe, Greece, Study Abroad,5,5,0
201902, europe, Greece, etc,194,247,-21.5
201902, europe, Greece, entire,607,752,-19.3
201902, europe, Bulgaria, tourism,146,168,-13.1
201902, europe, Bulgaria, commercial,0,0,0
201902, europe, Bulgaria, Public,1,2,-50
201902, europe, Bulgaria, Study Abroad,15,20,-25
201902, europe, Bulgaria, etc,164,184,-10.9
201902, europe, Bulgaria, entire,326,374,-12.8
201902, europe, Denmark, tourism,469,592,-20.8
201902, europe, Denmark, commercial,12,18,-33.3
201902, europe, Denmark, Public,5,4,25
201902, europe, Denmark, Study Abroad,77,57,35.1
201902, europe, Denmark, etc,131,131,0
201902, europe, Denmark, entire,694,802,-13.5
201902, europe, Ireland, tourism,389,460,-15.4
201902, europe, Ireland, commercial,7,10,-30
201902, europe, Ireland, Public,0,0,0
201902, europe, Ireland, Study Abroad,14,7,100
201902, europe, Ireland, etc,203,200,1.5
201902, europe, Ireland, entire,613,677,-9.5
201902, europe, etc, tourism,1579,3540,-55.4
201902, europe, etc, commercial,24,55,-56.4
201902, europe, etc, Public,15,18,-16.7
201902, europe, etc, Study Abroad,245,197,24.4
201902, europe, etc, etc,811,987,-17.8
201902, europe, etc, entire,2674,4797,-44.3
201902, Oceania, Year and Continent, tourism,8382,9060,-7.5
201902, Oceania, Year and Continent, commercial,87,112,-22.3
201902, Oceania, Year and Continent, Public,41,30,36.7
201902, Oceania, Year and Continent, Study Abroad,132,89,48.3
201902, Oceania, Year and Continent, etc,1980,1876,5.5
201902, Oceania, Year and Continent, entire,10622,11167,-4.9
201902, Oceania, australia, tourism,6836,7333,-6.8
201902, Oceania, australia, commercial,73,101,-27.7
201902, Oceania, australia, Public,31,18,72.2
201902, Oceania, australia, Study Abroad,119,80,48.8
201902, Oceania, australia, etc,1272,1237,2.8
201902, Oceania, australia, entire,8331,8769,-5
201902, Oceania, New Zealand, tourism,1221,1446,-15.6
201902, Oceania, New Zealand, commercial,14,11,27.3
201902, Oceania, New Zealand, Public,5,9,-44.4
201902, Oceania, New Zealand, Study Abroad,11,8,37.5
201902, Oceania, New Zealand, etc,612,539,13.5
201902, Oceania, New Zealand, entire,1863,2013,-7.5
201902, Oceania, etc, tourism,325,281,15.7
201902, Oceania, etc, commercial,0,0,0
201902, Oceania, etc, Public,5,3,66.7
201902, Oceania, etc, Study Abroad,2,1,100
201902, Oceania, etc, etc,96,100,-4
201902, Oceania, etc, entire,428,385,11.2
201902, Africa, Year and Continent, tourism,1516,1990,-23.8
201902, Africa, Year and Continent, commercial,812,442,83.7
201902, Africa, Year and Continent, Public,63,50,26
201902, Africa, Year and Continent, Study Abroad,528,519,1.7
201902, Africa, Year and Continent, etc,1748,1097,59.3
201902, Africa, Year and Continent, entire,4667,4098,13.9
201902, Africa, Republic of South Africa, tourism,374,487,-23.2
201902, Africa, Republic of South Africa, commercial,6,10,-40
201902, Africa, Republic of South Africa, Public,5,1,400
201902, Africa, Republic of South Africa, Study Abroad,8,8,0
201902, Africa, Republic of South Africa, etc,798,589,35.5
201902, Africa, Republic of South Africa, entire,1191,1095,8.8
201902, Africa, etc, tourism,1142,1503,-24
201902, Africa, etc, commercial,806,432,86.6
201902, Africa, etc, Public,58,49,18.4
201902, Africa, etc, Study Abroad,520,511,1.8
201902, Africa, etc, etc,950,508,87
201902, Africa, etc, entire,3476,3003,15.8
201902, etc, Year and Continent, tourism,24,28,-14.3
201902, etc, Year and Continent, commercial,1,7,-85.7
201902, etc, Year and Continent, Public,0,0,0
201902, etc, Year and Continent, Study Abroad,3,2,50
201902, etc, Year and Continent, etc,11,16,-31.2
201902, etc, Year and Continent, entire,39,53,-26.4
201902, etc, etc, tourism,24,28,-14.3
201902, etc, etc, commercial,1,7,-85.7
201902, etc, etc, Public,0,0,0
201902, etc, etc, Study Abroad,3,2,50
201902, etc, etc, etc,11,16,-31.2
201902, etc, etc, entire,39,53,-26.4
201902, Korean, Year and Continent, tourism,0,0,0
201902, Korean, Year and Continent, commercial,0,0,0
201902, Korean, Year and Continent, Public,0,0,0
201902, Korean, Year and Continent, Study Abroad,0,0,0
201902, Korean, Year and Continent, etc,14459,16867,-14.3
201902, Korean, Year and Continent, entire,14459,16867,-14.3
201902, Korean, Korean, tourism,0,0,0
201902, Korean, Korean, commercial,0,0,0
201902, Korean, Korean, Public,0,0,0
201902, Korean, Korean, Study Abroad,0,0,0
201902, Korean, Korean, etc,14459,16867,-14.3
201902, Korean, Korean, entire,14459,16867,-14.3
201903, Entire continent, year, tourism,1251744,1085542,15.3
201903, Entire continent, year, commercial,16103,14678,9.7
201903, Entire continent, year, Public,5139,4029,27.6
201903, Entire continent, year, Study Abroad,45801,44090,3.9
201903, Entire continent, year, etc,216854,217761,-0.4
201903, Entire continent, year, entire,1535641,1366100,12.4
201903, Asia, Year and Continent, tourism,1085086,923677,17.5
201903, Asia, Year and Continent, commercial,13450,12084,11.3
201903, Asia, Year and Continent, Public,2479,2022,22.6
201903, Asia, Year and Continent, Study Abroad,44244,42809,3.4
201903, Asia, Year and Continent, etc,153381,152746,0.4
201903, Asia, Year and Continent, entire,1298640,1133338,14.6
201903, Asia, china, tourism,369165,281020,31.4
201903, Asia, china, commercial,3933,3331,18.1
201903, Asia, china, Public,414,259,59.8
201903, Asia, china, Study Abroad,32532,30621,6.2
201903, Asia, china, etc,81579,88182,-7.5
201903, Asia, china, entire,487623,403413,20.9
201903, Asia, japan, tourism,367157,287578,27.7
201903, Asia, japan, commercial,2108,1896,11.2
201903, Asia, japan, Public,126,214,-41.1
201903, Asia, japan, Study Abroad,1231,890,38.3
201903, Asia, japan, etc,4497,3898,15.4
201903, Asia, japan, entire,375119,294476,27.4
201903, Asia, taiwan, tourism,96643,92453,4.5
201903, Asia, taiwan, commercial,64,71,-9.9
201903, Asia, taiwan, Public,12,13,-7.7
201903, Asia, taiwan, Study Abroad,460,398,15.6
201903, Asia, taiwan, etc,1331,1149,15.8
201903, Asia, taiwan, entire,98510,94084,4.7
201903, Asia, Hong Kong, tourism,44679,61129,-26.9
201903, Asia, Hong Kong, commercial,61,49,24.5
201903, Asia, Hong Kong, Public,5,1,400
201903, Asia, Hong Kong, Study Abroad,265,259,2.3
201903, Asia, Hong Kong, etc,1058,902,17.3
201903, Asia, Hong Kong, entire,46068,62340,-26.1
201903, Asia, Macau, tourism,2974,4379,-32.1
201903, Asia, Macau, commercial,2,1,100
201903, Asia, Macau, Public,0,0,0
201903, Asia, Macau, Study Abroad,41,20,105
201903, Asia, Macau, etc,32,34,-5.9
201903, Asia, Macau, entire,3049,4434,-31.2
201903, Asia, Philippines, tourism,21542,25928,-16.9
201903, Asia, Philippines, commercial,166,228,-27.2
201903, Asia, Philippines, Public,119,89,33.7
201903, Asia, Philippines, Study Abroad,108,121,-10.7
201903, Asia, Philippines, etc,16766,14811,13.2
201903, Asia, Philippines, entire,38701,41177,-6
201903, Asia, Indonesia, tourism,18857,14635,28.8
201903, Asia, Indonesia, commercial,242,302,-19.9
201903, Asia, Indonesia, Public,135,61,121.3
201903, Asia, Indonesia, Study Abroad,277,204,35.8
201903, Asia, Indonesia, etc,6115,5000,22.3
201903, Asia, Indonesia, entire,25626,20202,26.8
201903, Asia, thailand, tourism,45605,49211,-7.3
201903, Asia, thailand, commercial,66,54,22.2
201903, Asia, thailand, Public,397,312,27.2
201903, Asia, thailand, Study Abroad,136,107,27.1
201903, Asia, thailand, etc,6896,6051,14
201903, Asia, thailand, entire,53100,55735,-4.7
201903, Asia, vietnam, tourism,32117,20998,53
201903, Asia, vietnam, commercial,1047,1363,-23.2
201903, Asia, vietnam, Public,186,192,-3.1
201903, Asia, vietnam, Study Abroad,5394,6696,-19.4
201903, Asia, vietnam, etc,8247,8407,-1.9
201903, Asia, vietnam, entire,46991,37656,24.8
201903, Asia, India, tourism,3051,2694,13.3
201903, Asia, India, commercial,3283,2807,17
201903, Asia, India, Public,52,55,-5.5
201903, Asia, India, Study Abroad,197,213,-7.5
201903, Asia, India, etc,4063,3594,13
201903, Asia, India, entire,10646,9363,13.7
201903, Asia, malaysia, tourism,37653,35257,6.8
201903, Asia, malaysia, commercial,107,91,17.6
201903, Asia, malaysia, Public,7,6,16.7
201903, Asia, malaysia, Study Abroad,286,240,19.2
201903, Asia, malaysia, etc,2736,2251,21.5
201903, Asia, malaysia, entire,40789,37845,7.8
201903, Asia, Singapore, tourism,20524,20497,0.1
201903, Asia, Singapore, commercial,161,118,36.4
201903, Asia, Singapore, Public,7,5,40
201903, Asia, Singapore, Study Abroad,49,42,16.7
201903, Asia, Singapore, etc,1364,1520,-10.3
201903, Asia, Singapore, entire,22105,22182,-0.3
201903, Asia, Mongolia, tourism,6691,8692,-23
201903, Asia, Mongolia, commercial,119,101,17.8
201903, Asia, Mongolia, Public,383,345,11
201903, Asia, Mongolia, Study Abroad,967,924,4.7
201903, Asia, Mongolia, etc,564,602,-6.3
201903, Asia, Mongolia, entire,8724,10664,-18.2
201903, Asia, Uzbekistan, tourism,3150,3486,-9.6
201903, Asia, Uzbekistan, commercial,896,362,147.5
201903, Asia, Uzbekistan, Public,0,0,0
201903, Asia, Uzbekistan, Study Abroad,863,801,7.7
201903, Asia, Uzbekistan, etc,3496,2865,22
201903, Asia, Uzbekistan, entire,8405,7514,11.9
201903, Asia, Myanmar, tourism,2026,1513,33.9
201903, Asia, Myanmar, commercial,17,20,-15
201903, Asia, Myanmar, Public,52,91,-42.9
201903, Asia, Myanmar, Study Abroad,102,96,6.2
201903, Asia, Myanmar, etc,4824,4372,10.3
201903, Asia, Myanmar, entire,7021,6092,15.2
201903, Asia, GCC, tourism,2758,2747,0.4
201903, Asia, GCC, commercial,22,19,15.8
201903, Asia, GCC, Public,19,23,-17.4
201903, Asia, GCC, Study Abroad,135,141,-4.3
201903, Asia, GCC, etc,87,50,74
201903, Asia, GCC, entire,3021,2980,1.4
201903, Asia, Kazakhstan, tourism,3202,4181,-23.4
201903, Asia, Kazakhstan, commercial,11,7,57.1
201903, Asia, Kazakhstan, Public,3,5,-40
201903, Asia, Kazakhstan, Study Abroad,178,127,40.2
201903, Asia, Kazakhstan, etc,1521,1155,31.7
201903, Asia, Kazakhstan, entire,4915,5475,-10.2
201903, Asia, Turkye, tourism,1369,1437,-4.7
201903, Asia, Turkye, commercial,15,14,7.1
